q_scary,q_dream,q_desktop,q_better,q_remind,q_quote,q_sell,q_temperature,q_story,user_id,label
3,2,1 - Not Likely,Fireworks,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>3,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",1.5,22.0,A white  is staring at you. The  is moving back and forth on a rail.,311042,2
1 - Not Scary,2,2,"People,Cars",Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",1,0.0,very stable connection,206791,2
1 - Not Scary,3,2,"Cats,Fireworks",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",10,18.0,"I got a kitten about 3 months ago. It hasn't so much as meowed the entire time I've had it. No purring. No chirping. It would just silently sit and watch me. I rarely see it walk. One moment it's sitting on the kitchen table watching me eat, the next it's sitting on the mantel. I've never seen it sleep. As I go off to bed it stares at me until I close my bedroom door, and the moment I open the door there it is, sitting right outside, staring right at me. Kittens are suppose to grow right, I swear it hasn't aged a day since I got it. If it weren't so  cute I would have given it away weeks ago. I'm convinced one day it will  me in my sleep.

 ",310879,2
1 - Not Scary,1 - Not Likely,2,"People,Cats",Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",0,18.0,A normal afterntoon and nobody is at home.,411650,2
7,1 - Not Likely,2,"People,Cats",Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",100,20.0,Hello. Who are you and where are you from? Why are you staring at me?,408528,2
1 - Not Scary,2,2,"People,Cats","Friends,Teacher","""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",7,24.0,"A crazy  lady's wall is plagued with scratched, holes, and mold. Construction workers knock on the door and the grandma answers. They bring in green buckets for her green walls to match the green plants beside it.",414603,2
2,3,4,Cats,"Friends,Teacher","""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",0.5,20.0,"There's a small white  named Snowy. Every morning, Snowy would sit on a red lever and just stare at an object with her big round glaring eyes.",311303,2
1 - Not Scary,2,4,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2","10,000",18.0,"A  strolls into a supermarket looking for a piece of fish to nibble on. She goes around and around but she cannot see over the shelves, after a couple of rounds of pacing around she looks for a worker for help. She starts meowing but the worker doesn’t hear as they are busy with work on the shelf. So she jumps on the shelf to grab their attention only to be chased away from the store with a piece of fish in her mouth.",203850,2
1 - Not Scary,2,3,People,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>1,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",1,26.0,He's waiting for his owner home,410966,2
1 - Not Scary,4,4,"People,Cats","Parents,Siblings","""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>4,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",20,15.0,"This world is not ruled by humans. Throughout the years, another species took control over the world with their superior intelligence. They rule over the balance of the world, taking control over the processes that allows the world to move forward. They are also watchful guardians, ones the protect the order of the world.",391680,2
2,1 - Not Likely,1 - Not Likely,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>2,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",1,30.0,A lovely  became crazy after being irradiated.,320078,2
1 - Not Scary,5 - Very Likely,4,Explosions,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>2,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",100,20.0,A  jump on a nuclear pull rod.,412745,2
1 - Not Scary,2,3,Cats,Siblings,"""And you're gonna hear me roar"" ~ Katy Perry=>2,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>1,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",5,37.0,close up image of red and blue environment with a lever and an animal on top of the lever. ,106195,2
3,3,3,"People,Cats","Parents,Siblings,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>5,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>4,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>3",5,21.5,A  is lying on a handle beside the window.,413137,2
1 - Not Scary,5 - Very Likely,5 - Very Likely,Cats,"Parents,Friends","""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>3,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>5,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>5",30,25.0,"I was sitting on top of the world, or so I think am. I can see the exciting New York City, with everyone being busy with life, even though they look like tiny ants from up here. From my perspective, it feels like I'm in a comic book and I'm a superhero that fights people who steal any kibbles. I know I would be upset if someone did that. As for now, I'm just going to sit back, relax on this perfect Sunday afternoon, and wait for my amazing owner to come by. ",310741,2
1 - Not Scary,2,3,Fireworks,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>1",5,21.0,"A cute creature wanders. Curiosity brings it to many different places and yet none seem to satisfy it. Finally, a place shows itself to the creature that draws it in. It is perfect. The cute creature perches itself atop an object extending from the ground. At last, the creature can finally rest.",407586,2
8,5 - Very Likely,3,"Cats,Explosions",Parents,"""And you're gonna hear me roar"" ~ Katy Perry=>5,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>1,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>2,""Another one"" ~ DJ Khaled=>3,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>4",100,21.3,"There it sat, one limb upon the crux of the world. It would control all that was, all that will be. The puppet master, common as the flowing dust, don't you see, they are amongst us now, and we their willing servants.",401700,2
1 - Not Scary,1 - Not Likely,1 - Not Likely,Cats,Friends,"""And you're gonna hear me roar"" ~ Katy Perry=>1,""To deal with a 14-dimensional space\, visualize a 3-D space and say 'fourteen' to yourself very loudly."" ~ Geoffrey Hinton=>4,""Science progresses best when observations force us to alter our preconceptions."" ~ Vera Rubin=>3,""Another one"" ~ DJ Khaled=>5,""If you’re not doing some things that are crazy\, then you’re doing the wrong things."" ~ Larry Page=>2",0,15.0,Kitty was a curious pet. Always interested in what was going on. She loved to balance on small platforms and never failed at it. ,42317,2
